dealer_code	dealer	type_code	type_description	status	stock_status	aging_bucket	units	source_file	source_table_range	as_of	privacy_transform
00675	PT. BULAN MOTOR - TUNGKAL	ESK	CRF150L	RFS	Ready	>150	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	ESK	CRF150L	RFS	Soft Booking	>150	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	ESL	CRF150L	RFS	Ready	61-90	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	ESL	CRF150L	RFS	Soft Booking	61-90	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	GB4	REVO FIT	RFS	Ready	0-30	6	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	GD4	REVO X	RFS	Ready	0-30	2	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	GD4	REVO X	RFS	Ready	31-60	3	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	GD4	REVO X	RFS	Soft Booking	31-60	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	GE5	SUPRA X 125 SW	RFS	Ready	31-60	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	GF5	SUPRA X 125 CW	RFS	Ready	0-30	5	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	HJK	NEW SUPRA GTR150	RFS	Ready	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	KEA	CBR 150R ABS	RFS	Ready	31-60	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	KF0	CB150 VERZA SW	RFS	Ready	91-120	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	KG0	CB150 VERZA CW	RFS	Ready	61-90	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	LW1	VARIO 160 ABS	RFS	Ready	91-120	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	LY2	GENIO CBS	RFS	Soft Booking	121-150	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	MG1	STYLO 160 ABS	RFS	Ready	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	MGA	STYLO 160 ABS SPECIAL	RFS	Ready	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	MJ1	BEAT SPORTY CBS	RFS	Ready	0-30	2	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	MJ1	BEAT SPORTY CBS	RFS	Ready	31-60	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	MJ1	BEAT SPORTY CBS	RFS	Ready	61-90	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	MJ1	BEAT SPORTY CBS	RFS	Soft Booking	31-60	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	MJ2	BEAT SPORTY CBS	RFS	Ready	0-30	2	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	MK2	BEAT SPORTY CBS ISS	RFS	Ready	0-30	4	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	ML2	BEAT SPORTY DLX SMART KEY	RFS	Ready	0-30	6	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	MM1	BEAT STREET	RFS	Ready	31-60	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	MM1	BEAT STREET	RFS	Soft Booking	61-90	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	MM2	BEAT STREET	RFS	Ready	0-30	9	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	MN0	CUV e:	RFS	Ready	>150	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	MRB	SCOOPY FASHION	RFS	Ready	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	MS1	SCOOPY PRESTIGE	RFS	Ready	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	MS1	SCOOPY PRESTIGE	RFS	Soft Booking	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	MSB	SCOOPY STYLISH	RFS	Ready	0-30	2	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	MSB	SCOOPY STYLISH	RFS	Soft Booking	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	MT1	PCX160 CBS	RFS	Ready	0-30	4	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	MV1	PCX160 ABS	RFS	Ready	0-30	2	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	MW1	PCX160 Honda RoadSync	RFS	Ready	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	MY0	VARIO EVO 160 CBS Nitro	RFS	Ready	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	MYA	VARIO EVO 160 CBS	RFS	Ready	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	MZ0	VARIO EVO 160 ABS	RFS	Ready	0-30	2	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	NE0	VARIO 125 CBS ISS	RFS	Ready	0-30	2	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	NE0	VARIO 125 CBS ISS	RFS	Soft Booking	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	NF0	VARIO 125 STREET	RFS	Ready	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	NF0	VARIO 125 STREET	RFS	Ready	61-90	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	NF0	VARIO 125 STREET	RFS	Ready	>150	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	NF0	VARIO 125 STREET	RFS	Soft Booking	121-150	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00675	PT. BULAN MOTOR - TUNGKAL	NF0	VARIO 125 STREET	RFS	Soft Booking	31-60	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	ESL	CRF150L	RFS	Ready	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	ESL	CRF150L	RFS	Soft Booking	31-60	2	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	GB4	REVO FIT	RFS	Ready	0-30	2	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	GB4	REVO FIT	RFS	Soft Booking	0-30	2	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	GD4	REVO X	RFS	Ready	31-60	2	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	GD4	REVO X	RFS	Soft Booking	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	GD4	REVO X	RFS	Soft Booking	31-60	2	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	GE5	SUPRA X 125 SW	RFS	Ready	31-60	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	GF5	SUPRA X 125 CW	RFS	Ready	0-30	3	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	JR0	CB150R STREETFIRE	RFS	Ready	61-90	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	KF0	CB150 VERZA SW	RFS	Ready	31-60	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	LY2	GENIO CBS	RFS	Ready	>150	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	LZ2	GENIO CBS ISS	RFS	Soft Booking	>150	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	MF1	STYLO 160 CBS	RFS	Ready	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	MG1	STYLO 160 ABS	RFS	Ready	0-30	2	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	MGA	STYLO 160 ABS SPECIAL	RFS	Ready	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	MJ1	BEAT SPORTY CBS	RFS	Ready	31-60	5	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	MJ1	BEAT SPORTY CBS	RFS	Soft Booking	31-60	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	MJ2	BEAT SPORTY CBS	RFS	Ready	0-30	3	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	MJ2	BEAT SPORTY CBS	RFS	Soft Booking	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	MK1	BEAT SPORTY CBS ISS DELUXE	RFS	Ready	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	MK2	BEAT SPORTY CBS ISS	RFS	Ready	0-30	4	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	MK2	BEAT SPORTY CBS ISS	RFS	Soft Booking	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	ML2	BEAT SPORTY DLX SMART KEY	RFS	Ready	0-30	3	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	ML2	BEAT SPORTY DLX SMART KEY	RFS	Soft Booking	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	MM1	BEAT STREET	RFS	Ready	61-90	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	MM2	BEAT STREET	RFS	Ready	0-30	4	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	MM2	BEAT STREET	RFS	Soft Booking	0-30	3	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	MRB	SCOOPY FASHION	RFS	Ready	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	MS1	SCOOPY PRESTIGE	RFS	Ready	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	MS1	SCOOPY PRESTIGE	RFS	Soft Booking	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	MSB	SCOOPY STYLISH	RFS	Ready	0-30	2	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	MT1	PCX160 CBS	RFS	Ready	0-30	2	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	MW1	PCX160 Honda RoadSync	RFS	Ready	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	MX0	ICON E:	RFS	Ready	>150	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	MY0	VARIO EVO 160 CBS Nitro	RFS	Ready	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	MYA	VARIO EVO 160 CBS	RFS	Ready	0-30	2	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	MYA	VARIO EVO 160 CBS	RFS	Ready	31-60	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	MZ0	VARIO EVO 160 ABS	RFS	Soft Booking	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	NC0	ADV160 RoadSync	RFS	Soft Booking	61-90	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	NE0	VARIO 125 CBS ISS	RFS	Ready	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	NF0	VARIO 125 STREET	RFS	Ready	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	NF0	VARIO 125 STREET	RFS	Ready	>150	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	NF0	VARIO 125 STREET	RFS	Soft Booking	121-150	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00758	PT. BADORAY MOTOR - RIMBO	NF0	VARIO 125 STREET	RFS	Soft Booking	>150	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00888	PT. SINAR SENTOSA MOTORA - ABUNJANI	ESK	CRF150L	RFS	Ready	31-60	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00888	PT. SINAR SENTOSA MOTORA - ABUNJANI	ESL	CRF150L	RFS	Ready	61-90	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00888	PT. SINAR SENTOSA MOTORA - ABUNJANI	ESL	CRF150L	RFS	Unfill	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00888	PT. SINAR SENTOSA MOTORA - ABUNJANI	GB4	REVO FIT	RFS	Ready	0-30	2	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00888	PT. SINAR SENTOSA MOTORA - ABUNJANI	GD4	REVO X	RFS	Ready	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00888	PT. SINAR SENTOSA MOTORA - ABUNJANI	GD4	REVO X	RFS	Ready	31-60	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00888	PT. SINAR SENTOSA MOTORA - ABUNJANI	GE5	SUPRA X 125 SW	RFS	Ready	31-60	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00888	PT. SINAR SENTOSA MOTORA - ABUNJANI	GF5	SUPRA X 125 CW	RFS	Ready	0-30	2	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00888	PT. SINAR SENTOSA MOTORA - ABUNJANI	HJ9	NEW SUPRA GTR150 SPORTY	RFS	Ready	>150	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00888	PT. SINAR SENTOSA MOTORA - ABUNJANI	KEA	CBR 150R ABS	RFS	Ready	31-60	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00888	PT. SINAR SENTOSA MOTORA - ABUNJANI	KF0	CB150 VERZA SW	RFS	Ready	>150	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
00888	PT. SINAR SENTOSA MOTORA - ABUNJANI	KG0	CB150 VERZA CW	RFS	Ready	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
