dealer_code	dealer	type_code	type_description	status	stock_status	aging_bucket	units	source_file	source_table_range	as_of	privacy_transform
07719	PT. MEGA WAHANA PESONA - SIMP. RIMBO	MRB	SCOOPY FASHION	RFS	Soft Booking	61-90	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07719	PT. MEGA WAHANA PESONA - SIMP. RIMBO	MS1	SCOOPY PRESTIGE	RFS	Intransit	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07719	PT. MEGA WAHANA PESONA - SIMP. RIMBO	MS1	SCOOPY PRESTIGE	RFS	Ready	0-30	2	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07719	PT. MEGA WAHANA PESONA - SIMP. RIMBO	MSB	SCOOPY STYLISH	RFS	Ready	0-30	2	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07719	PT. MEGA WAHANA PESONA - SIMP. RIMBO	MSB	SCOOPY STYLISH	RFS	Soft Booking	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07719	PT. MEGA WAHANA PESONA - SIMP. RIMBO	MT1	PCX160 CBS	RFS	Soft Booking	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07719	PT. MEGA WAHANA PESONA - SIMP. RIMBO	MV1	PCX160 ABS	RFS	Ready	0-30	2	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07719	PT. MEGA WAHANA PESONA - SIMP. RIMBO	MW1	PCX160 Honda RoadSync	RFS	Ready	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07719	PT. MEGA WAHANA PESONA - SIMP. RIMBO	MY0	VARIO EVO 160 CBS Nitro	RFS	Intransit	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07719	PT. MEGA WAHANA PESONA - SIMP. RIMBO	MZ0	VARIO EVO 160 ABS	RFS	Ready	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07719	PT. MEGA WAHANA PESONA - SIMP. RIMBO	MZ0	VARIO EVO 160 ABS	RFS	Ready	31-60	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07719	PT. MEGA WAHANA PESONA - SIMP. RIMBO	NE0	VARIO 125 CBS ISS	RFS	Ready	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07719	PT. MEGA WAHANA PESONA - SIMP. RIMBO	NF0	VARIO 125 STREET	RFS	Ready	>150	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	ESL	CRF150L	RFS	Intransit	0-30	2	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	ESL	CRF150L	RFS	Ready	0-30	2	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	GB4	REVO FIT	RFS	Intransit	0-30	3	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	GB4	REVO FIT	RFS	Ready	0-30	4	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	GB4	REVO FIT	RFS	Soft Booking	0-30	3	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	GB4	REVO FIT	RFS	Soft Booking	61-90	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	GD4	REVO X	RFS	Intransit	0-30	5	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	GD4	REVO X	RFS	Ready	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	GD4	REVO X	RFS	Soft Booking	0-30	2	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	GF5	SUPRA X 125 CW	RFS	Intransit	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	GF5	SUPRA X 125 CW	RFS	Ready	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	GF5	SUPRA X 125 CW	RFS	Soft Booking	0-30	3	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	GF5	SUPRA X 125 CW	RFS	Soft Booking	91-120	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	HJK	NEW SUPRA GTR150	RFS	Ready	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	JS0	CB150R STREETFIRE	RFS	Ready	>150	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	KEA	CBR 150R ABS	RFS	Ready	61-90	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	KF0	CB150 VERZA SW	RFS	Ready	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	LZ2	GENIO CBS ISS	RFS	Soft Booking	61-90	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	MG1	STYLO 160 ABS	RFS	Intransit	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	MJ1	BEAT SPORTY CBS	RFS	Ready	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	MJ1	BEAT SPORTY CBS	RFS	Soft Booking	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	MJ2	BEAT SPORTY CBS	RFS	Intransit	0-30	4	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	MJ2	BEAT SPORTY CBS	RFS	Ready	0-30	2	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	MJ2	BEAT SPORTY CBS	RFS	Soft Booking	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	MK1	BEAT SPORTY CBS ISS DELUXE	RFS	Ready	>150	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	MK2	BEAT SPORTY CBS ISS	RFS	Ready	0-30	5	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	ML2	BEAT SPORTY DLX SMART KEY	RFS	Intransit	0-30	2	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	ML2	BEAT SPORTY DLX SMART KEY	RFS	Ready	0-30	2	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	ML2	BEAT SPORTY DLX SMART KEY	RFS	Soft Booking	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	MM1	BEAT STREET	RFS	Ready	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	MM2	BEAT STREET	RFS	Intransit	0-30	2	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	MM2	BEAT STREET	RFS	Ready	0-30	5	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	MM2	BEAT STREET	RFS	Soft Booking	0-30	3	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	MRB	SCOOPY FASHION	RFS	Intransit	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	MRB	SCOOPY FASHION	RFS	Ready	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	MS1	SCOOPY PRESTIGE	RFS	Intransit	0-30	3	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	MS1	SCOOPY PRESTIGE	RFS	Ready	>150	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	MSB	SCOOPY STYLISH	RFS	Intransit	0-30	2	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	MT1	PCX160 CBS	RFS	Intransit	0-30	2	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	MT1	PCX160 CBS	RFS	Ready	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	MT1	PCX160 CBS	RFS	Soft Booking	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	MV1	PCX160 ABS	RFS	Ready	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	MW1	PCX160 Honda RoadSync	RFS	Soft Booking	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	MX0	ICON E:	RFS	Ready	>150	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	MY0	VARIO EVO 160 CBS Nitro	RFS	Intransit	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	MY0	VARIO EVO 160 CBS Nitro	RFS	Ready	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	MYA	VARIO EVO 160 CBS	RFS	Intransit	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	MYA	VARIO EVO 160 CBS	RFS	Ready	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	NA0	ADV160 CBS	RFS	Ready	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	NB0	ADV160 ABS	RFS	Intransit	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	NE0	VARIO 125 CBS ISS	RFS	Intransit	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	NE0	VARIO 125 CBS ISS	RFS	Ready	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	NF0	VARIO 125 STREET	RFS	Ready	91-120	2	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	NF0	VARIO 125 STREET	RFS	Soft Booking	61-90	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07720	PT. BULAN MOTOR - MERLUNG	NF0	VARIO 125 STREET	RFS	Soft Booking	>150	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07780	PT. SURYA MANDALA - SEBAPO	ESK	CRF150L	RFS	Ready	61-90	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07780	PT. SURYA MANDALA - SEBAPO	ESK	CRF150L	RFS	Ready	91-120	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07780	PT. SURYA MANDALA - SEBAPO	ESL	CRF150L	RFS	Ready	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07780	PT. SURYA MANDALA - SEBAPO	ESL	CRF150L	RFS	Unfill	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07780	PT. SURYA MANDALA - SEBAPO	GB4	REVO FIT	RFS	Ready	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07780	PT. SURYA MANDALA - SEBAPO	GB4	REVO FIT	RFS	Unfill	0-30	3	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07780	PT. SURYA MANDALA - SEBAPO	GD4	REVO X	RFS	Ready	0-30	2	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07780	PT. SURYA MANDALA - SEBAPO	GD4	REVO X	RFS	Unfill	0-30	2	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07780	PT. SURYA MANDALA - SEBAPO	GF5	SUPRA X 125 CW	RFS	Ready	31-60	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07780	PT. SURYA MANDALA - SEBAPO	GF5	SUPRA X 125 CW	RFS	Unfill	0-30	3	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07780	PT. SURYA MANDALA - SEBAPO	HJK	NEW SUPRA GTR150	RFS	Ready	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07780	PT. SURYA MANDALA - SEBAPO	KF0	CB150 VERZA SW	RFS	Ready	121-150	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07780	PT. SURYA MANDALA - SEBAPO	KG0	CB150 VERZA CW	RFS	Ready	31-60	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07780	PT. SURYA MANDALA - SEBAPO	LW1	VARIO 160 ABS	RFS	Ready	>150	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07780	PT. SURYA MANDALA - SEBAPO	LZ2	GENIO CBS ISS	RFS	Ready	121-150	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07780	PT. SURYA MANDALA - SEBAPO	MJ1	BEAT SPORTY CBS	RFS	Ready	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07780	PT. SURYA MANDALA - SEBAPO	MJ1	BEAT SPORTY CBS	RFS	Soft Booking	61-90	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07780	PT. SURYA MANDALA - SEBAPO	MJ2	BEAT SPORTY CBS	RFS	Ready	0-30	3	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07780	PT. SURYA MANDALA - SEBAPO	MJ2	BEAT SPORTY CBS	RFS	Unfill	0-30	2	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07780	PT. SURYA MANDALA - SEBAPO	MK1	BEAT SPORTY CBS ISS DELUXE	RFS	Ready	121-150	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07780	PT. SURYA MANDALA - SEBAPO	MK2	BEAT SPORTY CBS ISS	RFS	Ready	0-30	2	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07780	PT. SURYA MANDALA - SEBAPO	ML2	BEAT SPORTY DLX SMART KEY	RFS	Ready	0-30	3	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07780	PT. SURYA MANDALA - SEBAPO	ML2	BEAT SPORTY DLX SMART KEY	RFS	Unfill	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07780	PT. SURYA MANDALA - SEBAPO	MM1	BEAT STREET	RFS	Ready	31-60	2	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07780	PT. SURYA MANDALA - SEBAPO	MM2	BEAT STREET	RFS	Ready	0-30	4	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07780	PT. SURYA MANDALA - SEBAPO	MM2	BEAT STREET	RFS	Soft Booking	0-30	2	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07780	PT. SURYA MANDALA - SEBAPO	MM2	BEAT STREET	RFS	Unfill	0-30	3	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07780	PT. SURYA MANDALA - SEBAPO	MN0	CUV e:	RFS	Ready	>150	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07780	PT. SURYA MANDALA - SEBAPO	MRB	SCOOPY FASHION	RFS	Ready	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07780	PT. SURYA MANDALA - SEBAPO	MRB	SCOOPY FASHION	RFS	Ready	31-60	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07780	PT. SURYA MANDALA - SEBAPO	MRB	SCOOPY FASHION	RFS	Ready	91-120	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07780	PT. SURYA MANDALA - SEBAPO	MRB	SCOOPY FASHION	RFS	Unfill	0-30	1	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07780	PT. SURYA MANDALA - SEBAPO	MS1	SCOOPY PRESTIGE	RFS	Ready	0-30	3	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07780	PT. SURYA MANDALA - SEBAPO	MS1	SCOOPY PRESTIGE	RFS	Unfill	0-30	2	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
07780	PT. SURYA MANDALA - SEBAPO	MSB	SCOOPY STYLISH	RFS	Ready	0-30	3	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	HTML table / 5,239 data rows	2026-08-06 08:03:42	Aggregated; raw unit/engine identifiers excluded
