section	kabupaten_source	kecamatan	dealer_or_pos	ring_status	source_file	sheet	source_cell	currentness
Kota Jambi	JAMBI	KOTA BARU	POS DAM Chandra	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	J12	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	KOTA BARU	POS DAM Mayang	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	K12	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	KOTA BARU	POS HSO Liverpool	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	L12	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	KOTA BARU	POS SSM Mayang	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	M12	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	KOTA BARU	POS TDM Buluran	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	N12	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	KOTA BARU	SM Talang Bakung	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	O12	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	KOTA BARU	SSM Rawasari	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	P12	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	KOTA BARU	SSM The Hok	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	Q12	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	KOTA BARU	SSP Abunjani	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	R12	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	KOTA BARU	SSP Handil	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	S12	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	KOTA BARU	SSP Paal VI	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	T12	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	KOTA BARU	SSP Wahidin	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	U12	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	KOTA BARU	TDM Jambi	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	V12	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PAAL MERAH	CKIS I	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C13	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PAAL MERAH	CKIS II	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D13	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PAAL MERAH	DAM Jambi	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E13	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PAAL MERAH	HSO Jambi	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F13	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PAAL MERAH	MWP Rimbo	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G13	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PAAL MERAH	NSS Jambi	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H13	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PAAL MERAH	PAS JAMBI	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	I13	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PAAL MERAH	POS DAM Chandra	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	J13	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PAAL MERAH	POS DAM Mayang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	K13	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PAAL MERAH	POS HSO Liverpool	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	L13	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PAAL MERAH	POS SSM Mayang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	M13	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PAAL MERAH	POS TDM Buluran	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	N13	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PAAL MERAH	SM Talang Bakung	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	O13	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PAAL MERAH	SSM Rawasari	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	P13	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PAAL MERAH	SSM The Hok	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	Q13	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PAAL MERAH	SSP Abunjani	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	R13	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PAAL MERAH	SSP Handil	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	S13	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PAAL MERAH	SSP Paal VI	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	T13	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PAAL MERAH	SSP Wahidin	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	U13	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PAAL MERAH	TDM Jambi	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	V13	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PASAR JAMBI	CKIS I	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C14	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PASAR JAMBI	CKIS II	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D14	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PASAR JAMBI	DAM Jambi	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E14	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PASAR JAMBI	HSO Jambi	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F14	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PASAR JAMBI	MWP Rimbo	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G14	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PASAR JAMBI	NSS Jambi	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H14	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PASAR JAMBI	PAS JAMBI	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	I14	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PASAR JAMBI	POS DAM Chandra	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	J14	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PASAR JAMBI	POS DAM Mayang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	K14	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PASAR JAMBI	POS HSO Liverpool	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	L14	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PASAR JAMBI	POS SSM Mayang	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	M14	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PASAR JAMBI	POS TDM Buluran	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	N14	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PASAR JAMBI	SM Talang Bakung	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	O14	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PASAR JAMBI	SSM Rawasari	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	P14	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PASAR JAMBI	SSM The Hok	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	Q14	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PASAR JAMBI	SSP Abunjani	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	R14	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PASAR JAMBI	SSP Handil	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	S14	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PASAR JAMBI	SSP Paal VI	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	T14	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PASAR JAMBI	SSP Wahidin	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	U14	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PASAR JAMBI	TDM Jambi	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	V14	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PELAYANGAN	CKIS I	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C15	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PELAYANGAN	CKIS II	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D15	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PELAYANGAN	DAM Jambi	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E15	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PELAYANGAN	HSO Jambi	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F15	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PELAYANGAN	MWP Rimbo	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G15	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PELAYANGAN	NSS Jambi	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H15	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PELAYANGAN	PAS JAMBI	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	I15	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PELAYANGAN	POS DAM Chandra	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	J15	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PELAYANGAN	POS DAM Mayang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	K15	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PELAYANGAN	POS HSO Liverpool	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	L15	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PELAYANGAN	POS SSM Mayang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	M15	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PELAYANGAN	POS TDM Buluran	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	N15	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PELAYANGAN	SM Talang Bakung	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	O15	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PELAYANGAN	SSM Rawasari	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	P15	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PELAYANGAN	SSM The Hok	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	Q15	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PELAYANGAN	SSP Abunjani	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	R15	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PELAYANGAN	SSP Handil	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	S15	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PELAYANGAN	SSP Paal VI	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	T15	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PELAYANGAN	SSP Wahidin	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	U15	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	PELAYANGAN	TDM Jambi	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	V15	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	TELANAIPURA	CKIS I	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C16	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	TELANAIPURA	CKIS II	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D16	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	TELANAIPURA	DAM Jambi	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E16	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	TELANAIPURA	HSO Jambi	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F16	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	TELANAIPURA	MWP Rimbo	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G16	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	TELANAIPURA	NSS Jambi	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H16	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	TELANAIPURA	PAS JAMBI	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	I16	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	TELANAIPURA	POS DAM Chandra	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	J16	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	TELANAIPURA	POS DAM Mayang	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	K16	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	TELANAIPURA	POS HSO Liverpool	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	L16	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	TELANAIPURA	POS SSM Mayang	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	M16	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	TELANAIPURA	POS TDM Buluran	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	N16	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	TELANAIPURA	SM Talang Bakung	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	O16	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	TELANAIPURA	SSM Rawasari	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	P16	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	TELANAIPURA	SSM The Hok	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	Q16	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	TELANAIPURA	SSP Abunjani	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	R16	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	TELANAIPURA	SSP Handil	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	S16	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	TELANAIPURA	SSP Paal VI	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	T16	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	TELANAIPURA	SSP Wahidin	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	U16	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Kota Jambi	JAMBI	TELANAIPURA	TDM Jambi	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	V16	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Batanghari	BATANGHARI	BAJUBANG	SSP Bulian	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C22	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Batanghari	BATANGHARI	BAJUBANG	TJS	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D22	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Batanghari	BATANGHARI	BAJUBANG	TJS Rengas	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E22	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Batanghari	BATANGHARI	BAJUBANG	POS TDM JeMas	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F22	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Batanghari	BATANGHARI	BAJUBANG	Argo Motor	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G22	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Batanghari	BATANGHARI	BATIN XXIV	SSP Bulian	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C23	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Batanghari	BATANGHARI	BATIN XXIV	TJS	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D23	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Batanghari	BATANGHARI	BATIN XXIV	TJS Rengas	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E23	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Batanghari	BATANGHARI	BATIN XXIV	POS TDM JeMas	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F23	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Batanghari	BATANGHARI	BATIN XXIV	Argo Motor	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G23	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Batanghari	BATANGHARI	MARO SEBO ILIR	SSP Bulian	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C24	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Batanghari	BATANGHARI	MARO SEBO ILIR	TJS	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D24	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Batanghari	BATANGHARI	MARO SEBO ILIR	TJS Rengas	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E24	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Batanghari	BATANGHARI	MARO SEBO ILIR	POS TDM JeMas	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F24	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Batanghari	BATANGHARI	MARO SEBO ILIR	Argo Motor	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G24	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Batanghari	BATANGHARI	MARO SEBO ULU	SSP Bulian	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C25	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Batanghari	BATANGHARI	MARO SEBO ULU	TJS	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D25	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Batanghari	BATANGHARI	MARO SEBO ULU	TJS Rengas	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E25	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Batanghari	BATANGHARI	MARO SEBO ULU	POS TDM JeMas	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F25	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Batanghari	BATANGHARI	MARO SEBO ULU	Argo Motor	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G25	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Batanghari	BATANGHARI	MERSAM	SSP Bulian	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C26	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Batanghari	BATANGHARI	MERSAM	TJS	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D26	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Batanghari	BATANGHARI	MERSAM	TJS Rengas	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E26	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Batanghari	BATANGHARI	MERSAM	POS TDM JeMas	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F26	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Batanghari	BATANGHARI	MERSAM	Argo Motor	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G26	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Batanghari	BATANGHARI	MUARA BULIAN	SSP Bulian	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C27	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Batanghari	BATANGHARI	MUARA BULIAN	TJS	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D27	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Batanghari	BATANGHARI	MUARA BULIAN	TJS Rengas	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E27	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Batanghari	BATANGHARI	MUARA BULIAN	POS TDM JeMas	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F27	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Batanghari	BATANGHARI	MUARA BULIAN	Argo Motor	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G27	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Batanghari	BATANGHARI	MUARA TEMBESI	SSP Bulian	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C28	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Batanghari	BATANGHARI	MUARA TEMBESI	TJS	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D28	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Batanghari	BATANGHARI	MUARA TEMBESI	TJS Rengas	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E28	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Batanghari	BATANGHARI	MUARA TEMBESI	POS TDM JeMas	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F28	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Batanghari	BATANGHARI	MUARA TEMBESI	Argo Motor	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G28	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Batanghari	BATANGHARI	PEMAYUNG	SSP Bulian	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C29	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Batanghari	BATANGHARI	PEMAYUNG	TJS	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D29	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
