section	kabupaten_source	kecamatan	dealer_or_pos	ring_status	source_file	sheet	source_cell	currentness
Merangin	MERANGIN	LEMBAH MASURAI	CLS Bangko	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D59	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	LEMBAH MASURAI	CLS Pamenang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E59	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	LEMBAH MASURAI	Mitra Sentosa Mas	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F59	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	LEMBAH MASURAI	TDM Bangko	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G59	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	LEMBAH MASURAI	POS TDM Pamenang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H59	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	MARGO TABIR	Anugrah Honda Motor	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C60	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	MARGO TABIR	CLS Bangko	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D60	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	MARGO TABIR	CLS Pamenang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E60	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	MARGO TABIR	Mitra Sentosa Mas	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F60	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	MARGO TABIR	TDM Bangko	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G60	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	MARGO TABIR	POS TDM Pamenang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H60	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	MARGO SIAU	Anugrah Honda Motor	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C61	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	MARGO SIAU	CLS Bangko	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D61	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	MARGO SIAU	CLS Pamenang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E61	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	MARGO SIAU	Mitra Sentosa Mas	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F61	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	MARGO SIAU	TDM Bangko	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G61	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	MARGO SIAU	POS TDM Pamenang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H61	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	NALO TANTAN	Anugrah Honda Motor	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C62	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	NALO TANTAN	CLS Bangko	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D62	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	NALO TANTAN	CLS Pamenang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E62	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	NALO TANTAN	Mitra Sentosa Mas	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F62	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	NALO TANTAN	TDM Bangko	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G62	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	NALO TANTAN	POS TDM Pamenang	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H62	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	PAMENANG	Anugrah Honda Motor	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C63	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	PAMENANG	CLS Bangko	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D63	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	PAMENANG	CLS Pamenang	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E63	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	PAMENANG	Mitra Sentosa Mas	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F63	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	PAMENANG	TDM Bangko	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G63	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	PAMENANG	POS TDM Pamenang	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H63	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	PAMENANG BARAT	Anugrah Honda Motor	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C64	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	PAMENANG BARAT	CLS Bangko	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D64	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	PAMENANG BARAT	CLS Pamenang	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E64	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	PAMENANG BARAT	Mitra Sentosa Mas	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F64	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	PAMENANG BARAT	TDM Bangko	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G64	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	PAMENANG BARAT	POS TDM Pamenang	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H64	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	PAMENANG SELATAN	Anugrah Honda Motor	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C65	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	PAMENANG SELATAN	CLS Bangko	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D65	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	PAMENANG SELATAN	CLS Pamenang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E65	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	PAMENANG SELATAN	Mitra Sentosa Mas	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F65	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	PAMENANG SELATAN	TDM Bangko	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G65	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	PAMENANG SELATAN	POS TDM Pamenang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H65	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	PANGKALAN JAMBU	Anugrah Honda Motor	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C66	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	PANGKALAN JAMBU	CLS Bangko	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D66	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	PANGKALAN JAMBU	CLS Pamenang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E66	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	PANGKALAN JAMBU	Mitra Sentosa Mas	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F66	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	PANGKALAN JAMBU	TDM Bangko	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G66	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	PANGKALAN JAMBU	POS TDM Pamenang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H66	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	RENAH PAMENANG	Anugrah Honda Motor	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C67	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	RENAH PAMENANG	CLS Bangko	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D67	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	RENAH PAMENANG	CLS Pamenang	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E67	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	RENAH PAMENANG	Mitra Sentosa Mas	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F67	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	RENAH PAMENANG	TDM Bangko	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G67	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	RENAH PAMENANG	POS TDM Pamenang	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H67	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	RENAH PEMBARAP	Anugrah Honda Motor	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C68	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	RENAH PEMBARAP	CLS Bangko	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D68	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	RENAH PEMBARAP	CLS Pamenang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E68	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	RENAH PEMBARAP	Mitra Sentosa Mas	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F68	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	RENAH PEMBARAP	TDM Bangko	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G68	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	RENAH PEMBARAP	POS TDM Pamenang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H68	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	SUNGAI MANAU	Anugrah Honda Motor	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C69	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	SUNGAI MANAU	CLS Bangko	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D69	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	SUNGAI MANAU	CLS Pamenang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E69	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	SUNGAI MANAU	Mitra Sentosa Mas	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F69	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	SUNGAI MANAU	TDM Bangko	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G69	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	SUNGAI MANAU	POS TDM Pamenang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H69	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	SUNGAI TENANG	Anugrah Honda Motor	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C70	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	SUNGAI TENANG	CLS Bangko	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D70	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	SUNGAI TENANG	CLS Pamenang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E70	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	SUNGAI TENANG	Mitra Sentosa Mas	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F70	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	SUNGAI TENANG	TDM Bangko	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G70	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	SUNGAI TENANG	POS TDM Pamenang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H70	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TABIR	Anugrah Honda Motor	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C71	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TABIR	CLS Bangko	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D71	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TABIR	CLS Pamenang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E71	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TABIR	Mitra Sentosa Mas	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F71	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TABIR	TDM Bangko	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G71	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TABIR	POS TDM Pamenang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H71	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TABIR BARAT	Anugrah Honda Motor	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C72	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TABIR BARAT	CLS Bangko	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D72	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TABIR BARAT	CLS Pamenang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E72	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TABIR BARAT	Mitra Sentosa Mas	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F72	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TABIR BARAT	TDM Bangko	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G72	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TABIR BARAT	POS TDM Pamenang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H72	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TABIR ILIR	Anugrah Honda Motor	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C73	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TABIR ILIR	CLS Bangko	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D73	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TABIR ILIR	CLS Pamenang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E73	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TABIR ILIR	Mitra Sentosa Mas	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F73	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TABIR ILIR	TDM Bangko	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G73	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TABIR ILIR	POS TDM Pamenang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H73	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TABIR LINTAS	Anugrah Honda Motor	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C74	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TABIR LINTAS	CLS Bangko	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D74	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TABIR LINTAS	CLS Pamenang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E74	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TABIR LINTAS	Mitra Sentosa Mas	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F74	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TABIR LINTAS	TDM Bangko	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G74	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TABIR LINTAS	POS TDM Pamenang	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H74	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TABIR SELATAN	Anugrah Honda Motor	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C75	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TABIR SELATAN	CLS Bangko	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D75	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TABIR SELATAN	CLS Pamenang	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E75	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TABIR SELATAN	Mitra Sentosa Mas	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F75	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TABIR SELATAN	TDM Bangko	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G75	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TABIR SELATAN	POS TDM Pamenang	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H75	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TABIR TIMUR	Anugrah Honda Motor	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C76	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TABIR TIMUR	CLS Bangko	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D76	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TABIR TIMUR	CLS Pamenang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E76	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TABIR TIMUR	Mitra Sentosa Mas	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F76	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TABIR TIMUR	TDM Bangko	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G76	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TABIR TIMUR	POS TDM Pamenang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H76	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TABIR ULU	Anugrah Honda Motor	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C77	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TABIR ULU	CLS Bangko	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D77	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TABIR ULU	CLS Pamenang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E77	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TABIR ULU	Mitra Sentosa Mas	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F77	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TABIR ULU	TDM Bangko	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G77	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TABIR ULU	POS TDM Pamenang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H77	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TIANG PUMPUNG	Anugrah Honda Motor	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C78	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TIANG PUMPUNG	CLS Bangko	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D78	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TIANG PUMPUNG	CLS Pamenang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E78	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TIANG PUMPUNG	Mitra Sentosa Mas	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F78	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TIANG PUMPUNG	TDM Bangko	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G78	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Merangin	MERANGIN	TIANG PUMPUNG	POS TDM Pamenang	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H78	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	BAHAR SELATAN	DAM Bahar	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C83	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	BAHAR SELATAN	MWP Sengeti	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D83	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	BAHAR SELATAN	POS PAS Mendalo	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E83	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	BAHAR SELATAN	POS PAS Sei Gelam	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F83	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	BAHAR SELATAN	SSP Bahar	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G83	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	BAHAR SELATAN	SM Tempino	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H83	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	BAHAR UTARA	DAM Bahar	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C84	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	BAHAR UTARA	MWP Sengeti	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D84	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	BAHAR UTARA	POS PAS Mendalo	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E84	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	BAHAR UTARA	POS PAS Sei Gelam	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F84	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	BAHAR UTARA	SSP Bahar	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G84	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
